Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Africa,North Africa,Algeria,Offences related to drug trafficking,2017,Opioids,23.0,23.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2017,Cocaine-type,139.0,136.0,3.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2017,ATS,2359.0,2323.0,36.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2017,Other stimulants,85.0,80.0,5.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2017,Ecstasy-type substances,225.0,219.0,6.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,All illicit drugs,32276.0,32056.0,220.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,Cannabis-type,22926.0,22785.0,141.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,Opioids,15.0,15.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,Cocaine-type,364.0,362.0,2.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,ATS,8616.0,8539.0,77.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2016,Other substances not under int. control,354.0,354.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,All illicit drugs,9217.0,9131.0,86.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,Cannabis-type,6493.0,6434.0,59.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,Opioids,5.0,5.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,Cocaine-type,184.0,184.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,ATS,2431.0,2404.0,27.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2016,Other substances not under int. control,104.0,104.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,All illicit drugs,32701.0,32463.0,238.0,,0.0,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,Cannabis-type,23832.0,23665.0,167.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,Opioids,12.0,12.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,"Cocaine (base, paste and salts)",114.0,112.0,2.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,ATS,8714.0,8645.0,69.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,Other substances not under int. control,2.0,2.0,,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2015,Other miscellaneous,27.0,27.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,All illicit drugs,8378.0,8276.0,102.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,Cannabis-type,6145.0,6072.0,73.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,Opioids,7.0,7.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,"Cocaine (base, paste and salts)",89.0,88.0,1.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,ATS,2121.0,2093.0,28.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,Other substances not under int. control,1.0,1.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2015,Other miscellaneous,16.0,16.0,,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,All illicit drugs,24586.0,24408.0,178.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Cannabis-type,18323.0,18196.0,127.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Opioids,24.0,24.0,,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Cocaine-type,51.0,51.0,,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,ATS,14.0,14.0,,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Psychotropic substances,5427.0,5378.0,49.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Ecstasy-type substances,563.0,562.0,1.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2014,Other miscellaneous,184.0,183.0,1.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,All illicit drugs,7189.0,7096.0,93.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Cannabis-type,5603.0,5537.0,66.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Opioids,24.0,24.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Cocaine-type,18.0,18.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,ATS,10.0,10.0,,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Psychotropic substances,1411.0,1386.0,25.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Ecstasy-type substances,54.0,53.0,1.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2014,Other miscellaneous,69.0,68.0,1.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,All illicit drugs,39409.0,38922.0,487.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,Cannabis-type,24699.0,24430.0,269.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,Opioids,30.0,30.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,Cocaine-type,211.0,201.0,10.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,ATS,14194.0,13987.0,207.0,,,,
Africa,North Africa,Algeria,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,8.0,8.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2019,All illicit drugs,9753.0,9589.0,164.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2019,Cannabis-type,6200.0,6108.0,92.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2019,Opioids,12.0,12.0,0.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2019,Cocaine-type,106.0,102.0,4.0,,,,
Africa,North Africa,Algeria,Offences related to drug trafficking,2019,ATS,3355.0,3288.0,67.0,,,,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2019,All illicit drugs,1609.0,1454.0,155.0,,1565.0,44.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2019,All illicit drugs,20.0,18.0,2.0,,20.0,0.0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2014,All illicit drugs,1196.0,1085.0,111.0,,1101.0,95.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2014,All illicit drugs,42.0,35.0,7.0,,38.0,4.0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2015,All illicit drugs,787.0,707.0,80.0,,749.0,38.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2015,All illicit drugs,15.0,14.0,1.0,,15.0,0.0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2016,All illicit drugs,812.0,722.0,90.0,,761.0,51.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2016,All illicit drugs,14.0,11.0,3.0,,14.0,0.0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2017,All illicit drugs,874.0,790.0,84.0,,829.0,45.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2017,All illicit drugs,26.0,25.0,1.0,,26.0,0.0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2018,All illicit drugs,1549.0,1369.0,180.0,,1503.0,46.0,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2018,All illicit drugs,29.0,26.0,3.0,,29.0,0.0,
Africa,Southern Africa,Angola,Offences related to drug use and/or drug possession,2017,Cannabis-type,907.0,854.0,136.0,,,,
Africa,Southern Africa,Angola,Offences related to drug use and/or drug possession,2017,Cocaine-type,87.0,72.0,15.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,All illicit drugs,57188.0,52685.0,4503.0,,52514.0,2727.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,Cannabis-type,42322.0,39354.0,2968.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,Opioids,16.0,10.0,6.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,Cocaine-type,17449.0,15619.0,1830.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,ATS,802.0,737.0,65.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2017,Hallucinogens,562.0,517.0,45.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2017,All illicit drugs,10481.0,8067.0,2414.0,,9747.0,59.0,
Americas,South America,Argentina,Offences related to drug trafficking,2017,Cannabis-type,4970.0,3898.0,1072.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2017,Opioids,0.0,0.0,0.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2017,Cocaine-type,3682.0,2838.0,844.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2017,ATS,161.0,137.0,24.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2017,Hallucinogens,66.0,59.0,10.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,All illicit drugs,40762.0,37108.0,3619.0,,38624.0,2138.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,Cannabis-type,26502.0,24653.0,1849.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,Opioids,1.0,1.0,0.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,Cocaine-type,10549.0,9367.0,1182.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,ATS,401.0,375.0,26.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2016,Hallucinogens,112.0,103.0,9.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2016,All illicit drugs,8841.0,7457.0,1384.0,,8467.0,90.0,
Americas,South America,Argentina,Offences related to drug trafficking,2016,Cannabis-type,5836.0,5047.0,789.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2016,Cocaine-type,2878.0,2278.0,600.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2016,ATS,99.0,92.0,7.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2016,Hallucinogens,88.0,85.0,3.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2015,All illicit drugs,41808.0,36874.0,4934.0,,27800.0,4612.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2015,Cannabis-type,33752.0,29746.0,4006.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2015,Cocaine-type,8021.0,7096.0,925.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2015,ATS,35.0,32.0,3.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2015,All illicit drugs,8372.0,6760.0,1612.0,,4642.0,109.0,
Americas,South America,Argentina,Offences related to drug trafficking,2015,Cannabis-type,5058.0,4194.0,864.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2015,Cocaine-type,3272.0,2527.0,745.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2015,ATS,42.0,39.0,3.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2014,All illicit drugs,35657.0,33339.0,2318.0,,32266.0,3391.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2014,Cannabis-type,31067.0,29238.0,1829.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2014,Cocaine-type,4590.0,4101.0,489.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2014,All illicit drugs,7843.0,6142.0,1701.0,,7598.0,245.0,
Americas,South America,Argentina,Offences related to drug trafficking,2014,Cannabis-type,5324.0,4301.0,1023.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2014,Cocaine-type,2519.0,1841.0,678.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2018,All illicit drugs,78037.0,72260.0,5777.0,,73228.0,3339.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2018,Cannabis-type,59268.0,55329.0,3939.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2018,Cocaine-type,20345.0,18437.0,1908.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2018,ATS,908.0,827.0,81.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2018,Hallucinogens,626.0,577.0,49.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2018,All illicit drugs,9950.0,7729.0,2221.0,,9605.0,133.0,
Americas,South America,Argentina,Offences related to drug trafficking,2018,Cannabis-type,5629.0,4426.0,1203.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2018,Opioids,7.0,7.0,,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2018,Cocaine-type,4423.0,3323.0,1100.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2018,ATS,76.0,68.0,8.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2018,Hallucinogens,73.0,63.0,10.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,All illicit drugs,125646.0,117277.0,8369.0,,119876.0,4482.0,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,Cannabis-type,98775.0,92753.0,6022.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,Opioids,2.0,0.0,2.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,Cocaine-type,27780.0,25390.0,2390.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,ATS,2003.0,1836.0,167.0,,,,
Americas,South America,Argentina,Offences related to drug use and/or drug possession,2019,Hallucinogens,985.0,894.0,91.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2019,All illicit drugs,15261.0,11893.0,3368.0,,14807.0,309.0,
Americas,South America,Argentina,Offences related to drug trafficking,2019,Cannabis-type,8516.0,6832.0,1684.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2019,Opioids,2.0,2.0,0.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2019,Cocaine-type,5776.0,4355.0,1421.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2019,ATS,140.0,112.0,28.0,,,,
Americas,South America,Argentina,Offences related to drug trafficking,2019,Hallucinogens,260.0,207.0,53.0,,,,
Asia,Central Asia and Transcaucasia,Armenia,Offences related to drug use and/or drug possession,2019,All illicit drugs,354.0,338.0,16.0,,347.0,7.0,
Asia,Central Asia and Transcaucasia,Armenia,Offences related to drug trafficking,2019,All illicit drugs,133.0,119.0,14.0,,130.0,3.0,
Asia,Central Asia and Transcaucasia,Armenia,Offences related to drug use and/or drug possession,2018,All illicit drugs,383.0,,,,,,
Asia,Central Asia and Transcaucasia,Armenia,Offences related to drug trafficking,2018,All illicit drugs,119.0,111.0,8.0,,117.0,2.0,
Asia,Central Asia and Transcaucasia,Armenia,Offences related to drug use and/or drug possession,2016,All illicit drugs,1572.0,,,,,,
